emp_id,age,Dept,location,education,recruitment_type,job_level,rating,onsite,awards,certifications,salary,satisfied
HR3950,48,Radiologist,City,UG,On-Campus,2,3,1,9,0,29805,0
TECH8992,39,Nurse Assistant,City,PG,Referral,1,2,0,7,1,24076,1
MKT5780,30,Cardiologist,Suburb,PG,Referral,5,3,0,4,1,86750,0
TECH3368,29,Nurse Assistant,Suburb,PG,Referral,1,2,1,4,0,24076,0
MKT7655,52,Pediatrician,Suburb,UG,Walk-in,5,3,1,3,1,86750,1
PUR9173,29,Neurologist,City,UG,On-Campus,3,5,1,6,1,42419,1
SAL5495,25,Emergency Physician,City,UG,Recruitment Agency,4,5,0,9,1,65715,0
PUR7002,23,Radiologist,Suburb,UG,Recruitment Agency,3,5,1,3,0,42419,1
TECH7614,26,Orthopedic Surgeon,Suburb,PG,Referral,2,4,0,1,1,29805,1
SAL6919,47,Cardiologist,City,UG,Walk-in,1,1,1,3,1,24076,0
MKT1853,27,Anesthesiologist,Suburb,UG,Walk-in,5,5,1,7,1,86750,0
SAL5146,23,Nurse Practitioner,City,PG,Walk-in,5,2,0,8,0,86750,1
HR4769,37,Anesthesiologist,City,PG,Recruitment Agency,1,5,0,2,0,24076,1
SAL1574,27,Anesthesiologist,City,PG,Referral,1,4,0,6,1,24076,1
HR2148,35,Neurologist,Suburb,UG,On-Campus,2,2,0,8,0,29805,0
SAL7293,30,General Practitioner,Suburb,UG,Recruitment Agency,3,4,0,3,1,42419,0
HR7457,30,Radiologist,City,UG,Referral,5,2,0,9,0,86750,0
TECH8509,27,Anesthesiologist,Suburb,PG,Referral,2,3,1,2,0,29805,0
PUR5777,50,Emergency Physician,City,PG,On-Campus,3,1,1,4,1,42419,0
MKT4854,54,Radiologist,City,UG,On-Campus,2,1,0,0,0,29805,0
SAL3491,31,Cardiologist,City,PG,On-Campus,5,4,1,2,0,86750,0
PUR4124,53,Anesthesiologist,City,PG,Walk-in,1,1,0,7,0,24076,1
MKT6691,23,Oncologist,Suburb,PG,On-Campus,1,4,1,7,1,24076,1
MKT4051,26,General Practitioner,City,UG,Referral,3,4,1,3,0,42419,0
HR1004,25,Nurse Assistant,City,PG,On-Campus,4,4,0,1,0,65715,0
TECH6222,24,General Practitioner,Suburb,PG,Referral,3,1,0,7,1,42419,0
TECH6315,53,Oncologist,City,UG,Recruitment Agency,4,4,0,7,0,65715,1
PUR5869,30,Registered Nurse,City,UG,Walk-in,2,1,1,9,0,29805,0
TECH1876,45,Surgeon,Suburb,PG,Recruitment Agency,2,4,0,3,0,29805,1
SAL8027,31,Registered Nurse,Suburb,PG,Recruitment Agency,5,5,1,2,0,86750,1
TECH5142,24,Orthopedic Surgeon,Suburb,UG,Referral,4,4,0,1,0,65715,1
PUR7966,36,Orthopedic Surgeon,City,UG,Recruitment Agency,5,2,1,8,1,86750,1
TECH8079,36,Surgeon,Suburb,PG,Referral,1,4,1,0,1,24076,1
SAL8987,54,Surgeon,Suburb,PG,On-Campus,4,3,0,6,0,65715,0
HR7799,26,Radiologist,City,PG,On-Campus,3,4,1,4,0,42419,0
PUR5465,52,Radiologist,City,PG,Referral,1,2,1,7,0,24076,1
HR1635,53,Pediatrician,City,UG,On-Campus,1,2,0,3,1,24076,0
HR2693,28,General Practitioner,City,PG,Walk-in,3,1,1,6,1,42419,1
HR5752,33,Orthopedic Surgeon,City,PG,Recruitment Agency,1,5,0,4,0,24076,1
MKT9311,25,Surgeon,Suburb,UG,Walk-in,4,4,0,4,0,65715,0
MKT1830,30,Pediatrician,Suburb,PG,Recruitment Agency,5,1,0,8,1,86750,0
HR6177,25,Pediatrician,Suburb,UG,On-Campus,1,5,0,8,0,24076,0
PUR9932,36,Oncologist,City,PG,Walk-in,4,4,1,8,1,65715,0
SAL9308,50,Cardiologist,City,PG,On-Campus,2,3,1,5,1,29805,0
SAL6949,35,Surgeon,City,UG,Recruitment Agency,4,4,1,5,0,65715,1
TECH3838,35,Registered Nurse,Suburb,UG,Referral,5,2,0,4,1,86750,0
PUR2150,54,Pediatrician,Suburb,PG,Referral,4,2,1,8,0,65715,0
MKT8560,24,General Practitioner,City,PG,Walk-in,3,3,1,9,0,42419,0
HR2931,35,Radiologist,Suburb,PG,On-Campus,5,1,0,7,0,86750,1
TECH2664,51,Emergency Physician,City,UG,On-Campus,2,5,0,6,0,29805,0
SAL2081,41,Registered Nurse,Suburb,PG,Walk-in,3,4,1,6,0,42419,1
MKT1512,49,Anesthesiologist,Suburb,UG,Referral,4,2,0,5,0,65715,0
MKT8805,28,General Practitioner,Suburb,UG,Recruitment Agency,5,1,0,4,1,86750,0
HR6237,38,Oncologist,City,PG,Walk-in,2,3,0,3,1,29805,1
SAL1559,24,Nurse Assistant,Suburb,UG,Recruitment Agency,3,2,0,2,1,42419,0
PUR4672,30,Emergency Physician,Suburb,PG,Referral,2,3,1,2,1,29805,0
MKT8404,39,Registered Nurse,City,PG,On-Campus,4,4,0,5,0,65715,1
HR4343,45,Neurologist,Suburb,PG,Referral,2,5,0,3,1,29805,0
PUR5070,24,Registered Nurse,City,PG,Walk-in,1,2,0,5,1,24076,1
SAL1580,32,Nurse Assistant,City,PG,On-Campus,3,2,0,2,1,42419,1
MKT8004,50,Orthopedic Surgeon,City,UG,Walk-in,2,4,0,3,0,29805,1
PUR9130,38,Oncologist,City,UG,Walk-in,4,1,0,8,1,65715,1
PUR4147,28,Orthopedic Surgeon,City,PG,Referral,4,5,0,4,0,65715,1
PUR5249,50,Pediatrician,Suburb,PG,Walk-in,2,2,0,6,1,29805,0
MKT2679,24,Surgeon,City,UG,Referral,4,5,1,9,0,65715,0
MKT4506,24,Nurse Practitioner,City,UG,On-Campus,5,2,0,1,0,86750,0
TECH8253,48,General Practitioner,City,UG,Referral,5,5,1,4,1,86750,1
SAL3744,35,Surgeon,City,UG,On-Campus,5,3,0,8,0,86750,1
HR6188,46,Nurse Practitioner,Suburb,PG,Referral,1,2,0,2,0,24076,1
PUR3141,37,Radiologist,City,PG,Recruitment Agency,2,5,0,8,1,29805,1
TECH7617,53,Registered Nurse,Suburb,UG,Recruitment Agency,1,1,0,5,1,24076,0
HR3479,50,Pediatrician,City,PG,Walk-in,4,3,1,3,1,65715,0
TECH7484,24,Emergency Physician,Suburb,UG,Referral,1,3,0,6,0,24076,1
MKT8421,29,Oncologist,City,PG,Referral,4,1,0,7,0,65715,1
PUR5452,25,Oncologist,City,UG,On-Campus,4,5,1,5,0,65715,0
HR6881,30,Registered Nurse,Suburb,PG,Walk-in,3,4,1,4,1,42419,1
HR7665,45,Cardiologist,City,UG,Referral,5,1,0,5,0,86750,1
HR3849,36,Radiologist,Suburb,UG,Walk-in,4,5,1,4,0,65715,1
HR8390,46,Orthopedic Surgeon,City,PG,Recruitment Agency,3,1,1,7,0,42419,0
HR7905,52,Orthopedic Surgeon,Suburb,UG,Referral,5,1,1,0,0,86750,0
TECH3489,45,Anesthesiologist,City,PG,Referral,4,2,0,6,0,65715,1
PUR5611,49,Neurologist,City,PG,Walk-in,4,5,0,9,0,65715,0
MKT3839,44,Nurse Practitioner,Suburb,UG,Referral,1,4,0,9,0,24076,1
MKT9527,51,Neurologist,City,PG,Walk-in,1,2,1,1,1,24076,1
MKT6878,29,Orthopedic Surgeon,City,PG,Referral,5,1,0,8,1,86750,0
MKT7303,43,Nurse Practitioner,City,PG,On-Campus,4,1,1,0,1,65715,1
TECH1851,29,Oncologist,City,PG,Walk-in,2,1,0,9,0,29805,1
SAL2687,23,Radiologist,City,PG,Referral,1,5,0,5,0,24076,0
PUR7833,39,Pediatrician,City,UG,Recruitment Agency,5,5,1,8,1,86750,1
HR3427,31,Emergency Physician,Suburb,PG,Referral,4,2,0,0,0,65715,1
SAL5000,52,Emergency Physician,Suburb,PG,Recruitment Agency,4,4,1,3,1,65715,1
MKT6052,43,Neurologist,Suburb,PG,Recruitment Agency,2,2,1,3,0,29805,0
SAL3738,35,Pediatrician,City,PG,On-Campus,5,3,0,8,0,86750,1
PUR6732,43,Cardiologist,Suburb,PG,Walk-in,4,1,1,4,1,65715,0
HR6387,41,Nurse Assistant,City,UG,Referral,1,1,0,4,1,24076,1
HR9002,43,Oncologist,City,PG,On-Campus,2,1,0,5,1,29805,1
PUR6536,41,Nurse Practitioner,City,UG,Referral,5,2,1,0,1,86750,1
PUR4913,47,General Practitioner,City,UG,Recruitment Agency,2,2,0,0,1,29805,1
MKT2066,47,Radiologist,Suburb,UG,Walk-in,1,1,1,8,0,24076,0
HR8723,44,General Practitioner,City,UG,Referral,5,2,0,2,0,86750,0
SAL5380,53,Oncologist,Suburb,PG,Referral,2,5,0,3,0,29805,1
TECH5107,39,Emergency Physician,City,UG,Recruitment Agency,3,5,0,0,1,42419,1
TECH6726,45,Orthopedic Surgeon,Suburb,UG,Referral,1,2,0,8,1,24076,1
PUR4373,45,Oncologist,Suburb,PG,Referral,1,1,0,7,1,24076,1
MKT9945,54,Cardiologist,Suburb,PG,Recruitment Agency,1,2,1,1,1,24076,1
TECH3082,52,Oncologist,Suburb,PG,On-Campus,3,2,1,7,1,42419,1
HR9967,32,Anesthesiologist,Suburb,UG,Recruitment Agency,3,2,1,6,1,42419,1
PUR7748,32,Emergency Physician,Suburb,PG,On-Campus,4,3,1,5,0,65715,1
SAL1417,26,Anesthesiologist,City,PG,Walk-in,2,5,1,0,0,29805,0
PUR9306,30,Nurse Assistant,Suburb,UG,On-Campus,4,4,1,6,0,65715,0
SAL9808,44,Nurse Assistant,City,PG,On-Campus,2,4,0,9,0,29805,0
PUR4974,42,Pediatrician,Suburb,PG,Walk-in,3,3,0,6,0,42419,1
PUR4267,42,Surgeon,City,PG,On-Campus,3,2,1,8,1,42419,1
PUR1825,54,Surgeon,Suburb,PG,Recruitment Agency,4,3,1,0,1,65715,1
SAL8668,40,Pediatrician,Suburb,UG,On-Campus,5,3,0,1,1,86750,0
SAL6745,36,General Practitioner,City,PG,Walk-in,4,1,0,8,1,65715,1
PUR1412,40,Surgeon,Suburb,PG,Recruitment Agency,2,5,0,8,1,29805,0
TECH8543,50,Nurse Assistant,Suburb,UG,Walk-in,4,4,1,5,1,65715,1
MKT8587,36,Surgeon,Suburb,PG,Walk-in,1,2,1,5,0,24076,0
MKT1728,42,Anesthesiologist,City,UG,Referral,2,4,1,3,1,29805,0
MKT8164,43,Surgeon,Suburb,PG,Referral,2,4,0,3,1,29805,0
SAL9867,46,Orthopedic Surgeon,City,UG,Walk-in,5,5,0,4,1,86750,1
SAL6988,37,Nurse Assistant,Suburb,UG,Walk-in,3,4,1,2,1,42419,0
TECH3504,44,Cardiologist,Suburb,UG,Walk-in,2,4,1,0,0,29805,1
MKT3967,52,Pediatrician,City,UG,Referral,3,3,0,0,0,42419,1
MKT3786,53,Registered Nurse,Suburb,PG,Referral,4,5,0,6,1,65715,1
PUR2122,26,Anesthesiologist,Suburb,UG,On-Campus,1,1,0,0,0,24076,1
SAL5079,35,Neurologist,City,PG,On-Campus,5,2,0,0,0,86750,1
MKT2571,49,Emergency Physician,Suburb,UG,Walk-in,3,4,1,2,1,42419,0
TECH6073,45,General Practitioner,City,UG,Recruitment Agency,2,2,0,9,1,29805,1
TECH6104,30,Surgeon,City,UG,Recruitment Agency,3,1,0,3,1,42419,1
MKT3143,40,Neurologist,City,PG,Referral,2,2,0,3,1,29805,1
SAL7806,34,Pediatrician,Suburb,UG,Referral,3,1,1,1,1,42419,1
TECH8357,45,Surgeon,City,PG,Referral,2,3,1,0,0,29805,1
PUR4440,53,Registered Nurse,City,PG,Walk-in,4,4,0,2,1,65715,0
TECH4766,36,Registered Nurse,Suburb,PG,Recruitment Agency,2,1,0,3,1,29805,0
HR6644,24,Emergency Physician,City,PG,On-Campus,2,2,0,2,1,29805,1
HR3914,40,Cardiologist,Suburb,PG,Walk-in,1,4,1,7,0,24076,0
SAL5968,46,Pediatrician,Suburb,PG,On-Campus,2,3,1,9,1,29805,0
MKT6917,24,Nurse Assistant,Suburb,PG,On-Campus,1,4,1,0,1,24076,1
SAL9787,53,Anesthesiologist,Suburb,PG,Walk-in,5,1,0,1,1,86750,0
SAL1728,33,Registered Nurse,City,PG,On-Campus,1,3,1,6,0,24076,1
SAL2365,31,Cardiologist,City,UG,Recruitment Agency,4,2,0,3,1,65715,0
SAL5492,34,Nurse Practitioner,City,UG,On-Campus,1,3,0,7,1,24076,0
PUR1698,39,Anesthesiologist,City,UG,Recruitment Agency,5,3,0,2,1,86750,0
PUR8186,37,Pediatrician,City,UG,Recruitment Agency,4,5,1,5,0,65715,1
TECH1395,47,Radiologist,Suburb,UG,Recruitment Agency,3,3,0,8,1,42419,0
HR8400,53,Cardiologist,City,PG,Referral,3,3,1,0,1,42419,0
SAL9082,39,Orthopedic Surgeon,City,PG,On-Campus,1,4,1,0,1,24076,1
TECH5171,48,Nurse Practitioner,City,PG,Walk-in,1,2,0,7,0,24076,1
HR5360,51,Pediatrician,Suburb,PG,Walk-in,5,4,0,2,1,86750,0
MKT3502,48,Orthopedic Surgeon,Suburb,PG,On-Campus,5,4,1,4,1,86750,1
PUR1717,40,Nurse Assistant,City,PG,Referral,2,1,0,0,1,29805,0
HR3782,54,Nurse Assistant,Suburb,PG,Referral,5,4,1,4,0,86750,0
MKT5946,44,Pediatrician,City,UG,Recruitment Agency,2,5,0,5,0,29805,1
HR6486,28,Anesthesiologist,City,UG,On-Campus,4,5,1,7,1,65715,1
PUR9335,39,Cardiologist,Suburb,UG,On-Campus,1,1,1,2,0,24076,1
PUR5980,45,Anesthesiologist,Suburb,UG,Walk-in,4,2,1,2,0,65715,0
TECH8266,46,Nurse Assistant,City,PG,On-Campus,5,2,1,9,0,86750,1
SAL5491,40,General Practitioner,City,PG,Referral,4,4,0,8,1,65715,0
HR8192,30,Orthopedic Surgeon,Suburb,PG,On-Campus,4,4,0,3,1,65715,1
HR6588,31,Surgeon,City,UG,Walk-in,4,4,1,3,0,65715,0
MKT8651,28,Registered Nurse,Suburb,PG,Recruitment Agency,5,2,1,6,0,86750,1
PUR4636,27,Cardiologist,City,PG,Walk-in,4,3,0,1,0,65715,0
HR2167,34,Registered Nurse,Suburb,PG,Walk-in,2,5,0,7,1,29805,1
PUR2062,47,Nurse Practitioner,City,UG,Recruitment Agency,5,3,0,5,1,86750,0
HR3156,54,General Practitioner,City,PG,Walk-in,4,3,0,2,0,65715,1
TECH8860,51,Orthopedic Surgeon,Suburb,UG,Walk-in,5,2,0,8,0,86750,1
SAL6161,50,Oncologist,City,UG,On-Campus,3,3,0,4,0,42419,0
HR6305,33,Cardiologist,City,UG,On-Campus,2,1,1,7,0,29805,1
PUR7541,47,Registered Nurse,Suburb,UG,Recruitment Agency,4,4,0,6,1,65715,0
TECH5729,23,Registered Nurse,City,PG,On-Campus,3,1,0,7,0,42419,0
HR8330,33,Registered Nurse,City,UG,On-Campus,3,5,1,6,1,42419,1
MKT6334,41,General Practitioner,City,UG,Walk-in,5,4,0,2,0,86750,0
SAL9924,31,General Practitioner,Suburb,PG,Referral,3,3,0,1,0,42419,1
HR5330,49,Oncologist,Suburb,PG,On-Campus,2,5,0,6,0,29805,1
TECH9010,24,Surgeon,Suburb,UG,Referral,2,4,0,2,0,29805,0
MKT7801,34,Radiologist,City,PG,On-Campus,1,3,0,2,0,24076,1
TECH5846,26,Radiologist,City,UG,On-Campus,2,1,1,1,1,29805,0
TECH7731,26,Registered Nurse,City,UG,Recruitment Agency,3,4,0,3,0,42419,0
